system   D            wsystem.c:583  maybe_parent_dir                 [   0.00058] Also searching C:\Users\krzyœ\Documents\Visual Studio 2015\Projects\Gra_w_statki\
font     D                ttf.c:217  alloc_glyph_region               [   0.12008] Glyph 44: 29x67 (32x68)
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12061] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12062] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12063] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12064] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12065] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12066] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12067] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12068] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12068] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.12069] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.12070] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.12071] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.12072] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.12149] Glyph 90: 73x47 (76x48)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.12171] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.12173] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.12239] Glyph 70: 39x48 (40x48)
font     D                ttf.c:217  alloc_glyph_region               [   0.12248] Glyph 93: 41x46 (44x48)
font     D                ttf.c:217  alloc_glyph_region               [   0.12261] Glyph 92: 49x67 (52x68)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.12273] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.12275] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.12320] Glyph 87: 29x61 (32x64)
font     D                ttf.c:217  alloc_glyph_region               [   0.12333] Glyph 68: 42x48 (44x48)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.12343] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.12345] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.12385] Glyph 77: 28x91 (28x92)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.12397] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.12399] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12480] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12482] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12482] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12483] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12484] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12485] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12486] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12487] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.12488] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.12489] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.12490] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.12491] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.12492] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.12570] Glyph 90: 73x47 (76x48)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.12602] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.12604] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.12708] Glyph 92: 49x67 (52x68)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.12721] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.12723] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.12764] Glyph 77: 28x91 (28x92)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.12776] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.12778] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.12819] Glyph 86: 32x48 (32x48)
font     D                ttf.c:217  alloc_glyph_region               [   0.12829] Glyph 70: 39x48 (40x48)
font     D                ttf.c:217  alloc_glyph_region               [   0.12839] Glyph 76: 22x70 (24x72)
font     D                ttf.c:217  alloc_glyph_region               [   0.12850] Glyph 72: 39x48 (40x48)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.12862] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.12864] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.12946] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.12948] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.13726] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.13729] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.13815] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.13816] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.13918] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.13920] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.13949] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.13951] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27136] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27139] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27140] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27141] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27141] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27142] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27143] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27145] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27146] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.27147] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.27148] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.27149] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.27150] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.27159] added dtor for object 02FA5698, func 0F912595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.27230] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.27232] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27310] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27311] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27312] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27313] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27314] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27315] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27316] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27317] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27318] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.27319] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.27320] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.27321] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.27322] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.27328] added dtor for object 02FA5B98, func 0F912595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.27365] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.27366] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27433] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27435] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27436] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27437] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27438] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27439] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27440] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27441] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27442] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.27443] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.27443] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.27444] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.27445] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.27457] added dtor for object 02FA5C98, func 0F912595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.27508] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.27510] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27576] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27577] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27578] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27579] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27580] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27581] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27582] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27583] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27584] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.27585] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.27586] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.27587] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.27588] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.27597] added dtor for object 02FA5298, func 0F912595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.27641] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.27643] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27708] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27710] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27711] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27712] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27713] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27714] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27715] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27715] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27716] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.27717] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.27718] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.27719] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.27720] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.27733] added dtor for object 02FA5198, func 0F912595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.27771] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.27772] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27838] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27839] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27841] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27842] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27842] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27844] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27845] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27846] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27847] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.27848] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.27849] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.27850] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.27851] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.27861] added dtor for object 02FA4198, func 0F912595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.27909] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.27911] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27977] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27978] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27979] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27980] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27981] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27982] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27983] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27984] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.27985] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.27986] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.27987] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.27988] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.27989] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.28001] added dtor for object 02FA4F98, func 0F912595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.28052] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.28054] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28121] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28123] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28124] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28125] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28126] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28126] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28127] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28128] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28129] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.28130] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.28131] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.28132] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.28133] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.28146] added dtor for object 02FA5D98, func 0F912595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.28184] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.28186] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28252] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28253] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28255] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28256] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28256] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28257] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28258] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28259] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28260] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.28261] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.28262] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.28263] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.28264] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.28273] added dtor for object 02FA4298, func 0F912595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.28329] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.28331] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28398] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28399] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28400] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28401] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28402] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28403] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28404] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28405] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28406] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.28407] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.28408] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.28409] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.28410] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.28420] added dtor for object 02FA5E98, func 0F912595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.28465] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.28467] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28528] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28529] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28530] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28531] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28532] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28533] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28534] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28535] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28536] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.28537] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.28538] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.28539] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.28540] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.28549] added dtor for object 02FA5398, func 0F912595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.28588] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.28589] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28650] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28652] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28653] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28654] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28655] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28656] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28656] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28657] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28658] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.28659] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.28660] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.28661] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.28662] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.28671] added dtor for object 02FA5498, func 0F912595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.28713] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.28715] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28801] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28802] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28803] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28804] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28805] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28806] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28807] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28808] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.28809] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.28810] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.28811] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.28812] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.28813] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.28825] added dtor for object 02FA4398, func 0F912595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.28882] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.28884] _al_d3d_sync_bitmap (video) ref count == 1
font     W               font.c:286  al_init_font_addon               [   1.28951] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   1.28953] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   1.28989] Font times.ttf loaded with pixel size 0 x 63.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   1.28991]     ascent=56.0, descent=-14.0, height=72.0
dtor     D               dtor.c:184  _al_register_destructor          [   1.28992] added dtor for object 02F05730, func 0F911B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.29345] Fake format
