system   D            wsystem.c:583  maybe_parent_dir                 [   0.00041] Also searching C:\Users\krzyœ\Documents\Visual Studio 2015\Projects\Gra_w_statki\
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22843] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22844] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22845] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22846] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22847] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22848] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22849] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22849] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.22850] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.22851] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.22852] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.22853] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.22854] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.22901] Glyph 90: 73x47 (76x48)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.22938] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.22940] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.23036] Glyph 70: 39x48 (40x48)
font     D                ttf.c:217  alloc_glyph_region               [   0.23047] Glyph 93: 41x46 (44x48)
font     D                ttf.c:217  alloc_glyph_region               [   0.23060] Glyph 92: 49x67 (52x68)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.23076] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.23078] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.23183] Glyph 87: 29x61 (32x64)
font     D                ttf.c:217  alloc_glyph_region               [   0.23197] Glyph 68: 42x48 (44x48)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.23208] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.23209] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.23253] Glyph 77: 28x91 (28x92)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.23266] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.23267] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.23351] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.23352] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.23353] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.23354] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.23355] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.23356] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.23357] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.23358] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.23358] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.23360] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.23361] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.23362] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.23363] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.23455] Glyph 90: 73x47 (76x48)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.23477] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.23479] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.23554] Glyph 92: 49x67 (52x68)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.23568] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.23570] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.23610] Glyph 77: 28x91 (28x92)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.23624] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.23626] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.23667] Glyph 86: 32x48 (32x48)
font     D                ttf.c:217  alloc_glyph_region               [   0.23678] Glyph 70: 39x48 (40x48)
font     D                ttf.c:217  alloc_glyph_region               [   0.23687] Glyph 76: 22x70 (24x72)
font     D                ttf.c:217  alloc_glyph_region               [   0.23698] Glyph 72: 39x48 (40x48)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.23711] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.23713] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.23806] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.23808] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.24275] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.24279] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.24390] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.24392] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.24469] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.24471] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.24497] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.24498] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.64896] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.64902] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.64905] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.64907] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.64909] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.64912] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.64914] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.64917] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.64920] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.64922] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.64925] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.64928] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.64930] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.64964] added dtor for object 0590B060, func 0F322595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.65123] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.65127] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65329] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65333] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65335] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65338] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65340] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65342] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65345] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65347] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65349] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.65352] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.65354] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.65357] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.65359] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.65375] added dtor for object 058E2938, func 0F322595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.65496] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.65500] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65673] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65677] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65680] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65682] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65684] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65687] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65689] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65691] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65694] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.65696] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.65698] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.65701] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.65703] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.65722] added dtor for object 05866FE8, func 0F322595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.65847] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.65853] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65988] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65991] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65994] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65996] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.65999] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66001] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66003] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66006] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66008] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.66010] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.66013] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.66015] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.66018] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.66057] added dtor for object 00FBF920, func 0F322595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.66167] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.66171] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66334] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66338] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66340] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66343] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66345] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66348] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66350] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66352] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66355] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.66357] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.66359] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.66362] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.66364] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.66392] added dtor for object 0587D9A0, func 0F322595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.66483] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.66487] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66621] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66624] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66627] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66629] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66631] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66634] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66637] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66639] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66642] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.66645] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.66647] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.66650] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.66652] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.66677] added dtor for object 010FCD30, func 0F322595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.66787] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.66791] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66922] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66925] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66928] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66930] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66933] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66935] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66937] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66940] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.66942] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.66945] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.66947] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.66950] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.66952] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.66978] added dtor for object 00FF7778, func 0F322595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.67104] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.67108] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67237] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67241] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67244] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67246] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67249] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67251] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67254] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67256] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67258] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.67260] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.67263] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.67266] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.67268] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.67299] added dtor for object 00FF7878, func 0F322595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.67388] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.67392] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67522] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67526] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67528] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67531] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67533] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67535] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67537] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67540] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67542] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.67545] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.67547] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.67550] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.67552] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.67580] added dtor for object 00FF7978, func 0F322595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.67692] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.67696] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67839] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67844] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67847] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67849] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67852] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67854] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67857] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67859] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.67861] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.67864] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.67866] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.67869] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.67871] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.67900] added dtor for object 058E7F30, func 0F322595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.67981] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.67982] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68072] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68074] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68075] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68076] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68077] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68078] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68079] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68080] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68081] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.68082] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.68083] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.68084] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.68085] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.68096] added dtor for object 058E8030, func 0F322595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.68133] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.68135] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68208] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68209] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68211] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68211] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68212] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68213] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68214] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68215] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68216] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.68217] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.68218] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.68219] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.68220] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.68236] added dtor for object 058E8930, func 0F322595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.68281] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.68282] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68379] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68381] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68382] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68383] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68383] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68384] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68385] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68386] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.68387] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.68388] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.68389] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.68390] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.68391] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.68405] added dtor for object 058E6B30, func 0F322595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.68463] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.68465] _al_d3d_sync_bitmap (video) ref count == 1
font     W               font.c:286  al_init_font_addon               [   1.68539] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   1.68541] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   1.68583] Font times.ttf loaded with pixel size 0 x 70.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   1.68585]     ascent=62.0, descent=-15.0, height=81.0
dtor     D               dtor.c:184  _al_register_destructor          [   1.68586] added dtor for object 05839D98, func 0F321B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.69037] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.69039] Fake format
