system   D            wsystem.c:583  maybe_parent_dir                 [   0.00049] Also searching C:\Users\krzyœ\documents\visual studio 2015\Projects\Gra_w_statki\
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13745] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13747] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13748] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13749] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13751] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13752] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13753] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13755] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13756] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.13758] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.13759] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.13761] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.13762] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.13851] Glyph 90: 27x16 (28x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.13889] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.13891] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.13976] Glyph 70: 14x16 (16x16)
font     D                ttf.c:217  alloc_glyph_region               [   0.13988] Glyph 93: 15x16 (16x16)
font     D                ttf.c:217  alloc_glyph_region               [   0.14001] Glyph 92: 18x23 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.14018] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.14020] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.14074] Glyph 87: 11x21 (12x24)
font     D                ttf.c:217  alloc_glyph_region               [   0.14086] Glyph 68: 15x16 (16x16)
font     D                ttf.c:217  alloc_glyph_region               [   0.14096] Glyph 77: 11x31 (12x32)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.14109] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.14112] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.14205] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.14207] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.14208] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.14210] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.14211] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.14212] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.14214] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.14215] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.14216] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.14218] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.14219] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.14220] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.14222] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.14280] Glyph 90: 27x16 (28x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.14320] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.14322] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.14427] Glyph 92: 18x23 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.14444] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.14446] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.14504] Glyph 77: 11x31 (12x32)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.14520] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.14522] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.14561] Glyph 86: 11x16 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [   0.14568] Glyph 70: 14x16 (16x16)
font     D                ttf.c:217  alloc_glyph_region               [   0.14575] Glyph 76: 9x24 (12x24)
font     D                ttf.c:217  alloc_glyph_region               [   0.14582] Glyph 72: 14x16 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.14636] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.14638] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.15606] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.15610] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.15704] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.15706] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.15797] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.15800] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.15842] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.15844] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:114  _al_run_destructors              [   3.65503] calling dtor for object 04C87670, func 0FF01B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.65506] removed dtor for object 04C87670
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   3.65515] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [   3.65549] calling dtor for object 0056AB98, func 0FF01B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.65551] removed dtor for object 0056AB98
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   3.65559] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [   3.65589] calling dtor for object 04CCE528, func 0FF01B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.65591] removed dtor for object 04CCE528
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   3.65597] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [   3.65621] calling dtor for object 0056ACE8, func 0FF01B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.65624] removed dtor for object 0056ACE8
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   3.65634] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [   3.65659] calling dtor for object 02B06580, func 0FF027A7
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.65660] removed dtor for object 02B06580
dtor     D               dtor.c:114  _al_run_destructors              [   3.65662] calling dtor for object 02B066E0, func 0FF02595
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.65664] removed dtor for object 02B066E0
dtor     D               dtor.c:114  _al_run_destructors              [   3.65743] calling dtor for object 00568BE0, func 0FF01B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [   3.65745] removed dtor for object 00568BE0
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [   3.65933] destroying display 02A6C420 (current 00000000)
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [   3.65936] waiting for display 02A6C420's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [   3.66488] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [   3.66700] d3d display thread exits
